Horizontal_vibration_signals,Vertical_vibration_signals
0.5084038153290749,-0.8087515830993652
0.17271040007472038,-0.820612907409668
-0.4839063063263893,-0.48314329236745834
-0.005412099999375641,-0.09357930161058903
0.3048419952392578,-0.44072870165109634
0.17758609727025032,-0.4139542952179909
-0.33266540616750717,0.2971529960632324
-0.1334189996123314,-0.009739400120452046
0.03955360036343336,0.32167430967092514
0.2229570969939232,0.037455600686371326
-0.7859230041503906,0.7213830947875977
-0.4938006028532982,0.6876348704099655
0.018477400299161673,0.14270540326833725
-0.04141329787671566,0.1678347960114479
-0.4576683044433594,0.09379389695823193
-0.4318118095397949,0.5973339080810547
0.28924940153956413,0.2617835998535156
-0.5815982818603516,0.38793090730905533
-0.5593299865722656,-0.30930040404200554
-0.00643729988951236,0.19692180678248405
-0.38208961486816406,0.20009279251098633
-0.557398796081543,0.502622090280056
0.037217100616544485,0.19854310899972916
0.2586841955780983,0.3779768943786621
0.27670860290527344,-0.07548329886049032
0.4370689019560814,0.08758310228586197
0.49309730529785156,0.2398849092423916
0.43457750231027603,0.7576466351747513
0.6155848875641823,0.43544769287109375
0.5399107933044434,0.4080772027373314
0.6294965744018555,-0.6064891815185547
0.5286217108368874,-0.20118949934840202
0.43386220932006836,-0.035023700911551714
0.5118488892912865,0.09908679872751236
0.11522769927978516,0.32384399324655533
0.25658609345555305,-0.32564401626586914
0.34602880477905273,-0.5564690008759499
-0.011277199955657125,-0.7096529006958008
0.11281969957053661,-0.5159974098205566
-0.05464550107717514,-0.7824301719665527
-0.7296562194824219,-0.24275779724121094
-0.2334476076066494,-0.6216644868254662
-0.3844261169433594,-0.2474069967865944
-0.7425904273986816,-0.13235810212790966
-0.2807139977812767,0.14127490110695362
-0.3690003976225853,0.5835533142089844
-0.24230480194091797,0.3617643937468529
-0.6456494331359863,0.3454924002289772
-0.6143569946289062,0.4549860954284668
-0.30041929334402084,0.9958981722593307
-0.2747059054672718,1.0446906089782715
-0.4145383834838867,0.9768248349428177
-0.037455600686371326,1.0287761688232422
0.19088979810476303,1.390981674194336
0.21138189360499382,0.9647964686155319
0.26917459443211555,0.5819917097687721
0.5127549171447754,0.46074390411376953
0.4947065934538841,1.3089179992675781
0.03263950115069747,0.49326419830322266
-0.1073480024933815,0.5014181137084961
-0.05989070050418377,0.7530927658081055
0.008249299717135727,0.7632852345705032
-0.277101993560791,-0.3444075956940651
0.1536845974624157,-0.3582119941711426
0.28095249086618423,-0.20469430834054947
-0.31790729612112045,-0.41916370391845703
-0.11593099683523178,-0.1702309027314186
-0.16191009432077408,-0.17485620453953743
-0.5546689033508301,-0.018966200295835733
-0.138628501445055,-0.21282430738210678
-0.31936168670654297,-0.16292329877614975
-0.5918383970856667,0.34344200044870377
-0.2580522932112217,0.4121183976531029
-0.13217929750680923,-0.18450019881129265
-0.07973910309374332,1.0434508323669434
-0.33524040132761,0.48291679471731186
-0.40500160306692123,0.3540753945708275
0.22978780791163445,0.386047400534153
-0.35555358976125717,0.545954704284668
-0.6440042704343796,0.14767649583518505
-0.011265299981459975,0.40652748197317123
-0.541543997824192,0.11453630402684212
-0.4531263932585716,0.006365799927152693
-0.3176211938261986,0.04378559999167919
-0.87738037109375,-0.02627369947731495
0.12053250335156918,0.24267440661787987
0.28994079679250717,-0.07373089902102947
-0.3346085920929909,0.3334999084472656
0.010597700020298362,0.3694653883576393
0.18012519925832748,-0.5511999130249023
-0.12527699582278728,-0.5628227815032005
0.25262830778956413,-0.5268216133117676
-0.3517508879303932,-0.029158599209040403
-0.40123458951711655,-0.5572080984711647
0.1534224022179842,-0.21746160462498665
-0.34229759126901627,-0.033736201003193855
-0.03480910090729594,-1.0331034660339355
0.22866729646921158,-0.923168733716011
0.371706485748291,-0.6879568099975586
-0.08782150223851204,-0.6449819356203079
0.024712099693715572,-0.41648149490356445
0.04514459986239672,-0.17338989302515984
-0.32901760190725327,-0.4775404930114746
0.04651550203561783,-1.2355566024780273
0.22819040343165398,-1.1374592781066895
-0.34472938627004623,-0.9336472302675247
-0.4614115133881569,-0.6624817848205566
-0.02920629922300577,-0.47202110290527344
0.08459090255200863,-0.3449678048491478
-0.5466461181640625,-0.43772459030151367
0.4155755043029785,-1.1934875696897507
0.0877976045012474,-0.9625077247619629
-0.3072023019194603,-0.32536979764699936
-0.6034493073821068,0.24743080139160156
-0.0715136993676424,-0.0732064014300704
-0.031089799012988806,0.03768210066482425
-0.496518611907959,-0.035965400747954845
-0.32645460218191147,-0.2773284912109375
-0.3267526999115944,0.029373199213296175
-0.28159620240330696,0.9091377258300781
-0.06986860185861588,0.12246370315551758
-0.4035472869873047,0.4230498895049095
-0.18463129177689552,-0.5292892083525658
0.11835100129246712,-0.28012989088892937
-0.5048871040344238,-0.1937866024672985
-0.05913970060646534,0.03857610048726201
-0.3360271081328392,0.46726468950510025
0.14147760346531868,0.07711649872362614
0.1427173987030983,-0.28547050431370735
0.04709959961473942,-0.469052791595459
0.6103992089629173,-0.44372081756591797
0.3252983093261719,0.395357608795166
0.5005716904997826,0.008690400281921029
0.6268501281738281,0.05052090156823397
0.6065129861235619,-0.2545356936752796
0.36307569593191147,-0.07747409865260124
0.23571249097585678,-0.3721475973725319
0.3047824092209339,-0.45337680727243423
