Horizontal_vibration_signals,Vertical_vibration_signals
-0.2845882996916771,-0.3187059983611107
-0.17327070236206055,-0.16961099579930305
-0.09232760407030582,-0.14623399823904037
-0.3491998091340065,0.01261229976080358
-0.039231800474226475,-0.4472016915678978
-0.20984409376978874,-0.22673610597848892
-0.3447889909148216,0.15307660214602947
-0.019109200220555067,0.013279899721965194
0.20887849852442741,-0.12363200075924397
-0.04689690191298723,0.0995635986328125
0.295865498483181,0.3757357969880104
-0.06384850014001131,-0.16937259584665298
0.19721979275345802,-0.047647999599575996
-0.08293390274047852,0.06999969948083162
0.3072858043015003,0.05296470131725073
0.3781557083129883,-0.2723336033523083
0.15583040192723274,0.09045599959790707
-0.03982780035585165,-0.021946399938315153
0.3031492047011852,0.3818035125732422
-0.13662580400705338,0.10164979845285416
-0.49221519380807877,0.8662939071655273
0.038468800485134125,-0.2757906913757324
-0.17888549715280533,0.04168749786913395
-0.3903388977050781,0.45533180236816406
-0.4600406065583229,0.03969669807702303
-0.6116389855742455,0.0016450999828521162
-0.42670968919992447,0.7496476173400879
-0.9505748748779297,0.16137359663844109
-0.33893588930368423,0.22475719451904297
0.5136013031005859,0.11447669938206673
0.07635349873453379,0.2132892981171608
0.016975400503724813,0.6600499153137207
0.3891110047698021,0.5523442849516869
-0.014543499564751983,0.15887020155787468
-0.17212629318237305,0.5010604858398438
0.2573370933532715,0.32570358365774155
-0.004124600091017783,0.2335071936249733
0.393521785736084,0.4597187042236328
0.34475330263376236,0.6272435188293457
0.4842996969819069,-0.005555200041271746
0.3560185059905052,0.3304123878479004
0.12997389771044254,0.1597285084426403
0.6270766258239746,0.29795169830322266
0.22360090166330338,0.35398010164499283
-0.07402900140732527,0.7030010223388672
0.2943873032927513,0.11411909945309162
0.168991107493639,0.543510913848877
-0.23729799315333366,-0.044095502234995365
-0.22783279418945312,0.4238129034638405
-0.015234899474307895,0.2557634934782982
0.403439998626709,-0.015485299518331885
-0.2935289964079857,-0.0058769999304786325
-0.06575580220669508,0.584411583840847
0.38154128938913345,0.24712089449167252
-0.010037400061264634,0.4043101891875267
-0.05354879889637232,0.43938159942626953
0.18172260373830795,0.24183990433812141
0.5259991064667702,0.577855110168457
-0.13204810209572315,0.45534368604421616
0.46459440141916275,0.8544682711362839
0.5189656838774681,1.0872126370668411
0.22524600848555565,0.8574963361024857
0.3505707159638405,0.25521520525217056
0.9371280670166016,0.7312893867492676
1.0673999786376953,0.48929449170827866
0.30202869325876236,0.5316853895783424
0.26895999908447266,0.5015372857451439
0.805199071764946,0.7530927658081055
-0.034761400893330574,0.526726208627224
-0.21355150267481804,0.31027790158987045
-0.013053399743512273,0.3060578927397728
0.09717940352857113,0.4167317971587181
0.2671479992568493,-0.1584172062575817
-0.04135369788855314,0.0532031012699008
0.22543670609593391,0.5336165055632591
0.7978200912475586,-0.2896427921950817
0.5059957876801491,-0.08889440447092056
0.10707380250096321,-0.39508339017629623
0.3386259078979492,-0.6875157356262207
0.5204677954316139,-0.7981657981872559
-0.11234279721975327,-0.20940300077199936
-0.061607398092746735,0.18918510526418686
0.3387928009033203,0.2565144933760166
