bearing,op_minute,RUL,h_mean_abs,h_std,h_rms,h_peak,h_kurt,h_skew,h_crest,v_mean_abs,v_std,v_rms,v_peak,v_kurt,v_skew,v_crest
Bearing1,1,122,0.44923404822980745,0.5638420719388039,0.5638898794564087,2.52988338470459,0.07154622415888667,-0.0017972581507186118,4.486484820659317,0.4479025524791874,0.5604696384805828,0.5604705115751822,2.469348907470703,-0.024486147401204583,-0.07515123484434018,4.405849828799533
Bearing1,2,121,0.46933681557445983,0.5890262155262056,0.5890775374817,3.623104095458984,0.13814573732466506,-0.014991803206856898,6.150470634048811,0.45333271393565777,0.5668301177024598,0.5668608267366446,2.812349796295166,-0.03560274155855625,-0.06386667944401778,4.961270321827589
Bearing1,3,120,0.4692068104925944,0.5895342965628574,0.5895362028089083,3.3217787742614746,0.24648009277057437,0.022943693794944223,5.634562828261444,0.4546841757031378,0.5688662295421024,0.5688734167333562,2.327442169189453,-0.03485231055366533,-0.07671741598885956,4.091318210216839
Bearing1,4,119,0.4736096306901679,0.5972360555903539,0.597274133176941,2.872622013092041,0.24841148190509177,0.013573685874304223,4.80955369323023,0.45632682546671244,0.5687844644929124,0.5687879546130624,2.6929378509521484,-0.07622128264895878,-0.02249531265508459,4.73451983135633
Bearing1,5,118,0.4796842648763594,0.6045199846053033,0.6046452147525899,4.136919975280762,0.3941612306749005,0.036587074115526086,6.841896494580737,0.4642229156850388,0.5829363360873563,0.5829561082763537,2.655816078186035,0.03581481891623106,-0.06732297603269422,4.555773651705233
Bearing1,6,117,0.49647387611726856,0.6275949961465769,0.6276674304337782,4.627382755279541,0.550424098960141,0.02411845674740847,7.372348047566492,0.48031302033303536,0.6020890281713677,0.6020977251748424,2.587246894836426,0.00355937823493635,-0.04396176264169021,4.297054758154282
Bearing1,7,116,0.5026520745324912,0.638846487044966,0.6390831355517214,4.874801635742188,0.8222226592644173,0.008003492406610595,7.627805154854799,0.47408181780825137,0.5932052397673909,0.5939280599036602,2.739846706390381,0.04095076161548761,-0.016859070524931463,4.6130952405831875
Bearing1,8,115,0.49581862372161073,0.6275636372315,0.6285348242875125,4.286158084869385,0.5764508607592291,-0.02555911308016218,6.819284977133988,0.4728749249477827,0.5944746343517269,0.5944758635059112,2.805781364440918,0.06929496697209325,-0.0581306324029566,4.719756573284356
Bearing1,9,114,0.500157447780194,0.6354154498622391,0.6354192444445607,3.98709774017334,0.5173412893133666,0.0050174472230282,6.274751315816038,0.46864396621056503,0.5886339033148724,0.5890357333713359,3.554868698120117,0.10250115619554556,-0.01139061665751261,6.0350645923871
Bearing1,10,113,0.5114887002598555,0.6539080263586269,0.6541204761524503,6.721889972686768,1.7997252037595355,-0.018681073803815586,10.276226196472336,0.46971752911160314,0.5907641566730043,0.5911269143120327,4.586362838745117,0.24997431865756825,-0.045673037364777284,7.758677075434526
Bearing1,11,112,0.5193748639501832,0.6617820887917332,0.6618160424764787,4.350709915161133,0.6888756064601735,0.00512722051730084,6.5738961220719565,0.4909669937980545,0.6170792664370355,0.61707975521595,3.428828716278076,0.1670078932805139,-0.020901079818755688,5.556540604833391
Bearing1,12,111,0.5306446388485262,0.6857260596265751,0.6865612325461461,6.460535526275635,1.9864138325929344,0.01279290484229736,9.409991738561207,0.48800614804160175,0.6115230689856127,0.6132249631414132,3.4287333488464355,0.17554905453327452,-0.01312333969838655,5.591314044493244
Bearing1,13,110,0.5358964367913635,0.688954809040279,0.6898463519857296,4.388165473937988,1.114120168889507,-0.008833001957320823,6.361076580758324,0.4902509747511,0.6173292393071952,0.6173346635050496,3.2306432723999023,0.17811220705094266,-0.008550788997379252,5.2332121673797385
Bearing1,14,109,0.5504563931730263,0.7060337749339792,0.7060719409120128,7.59049654006958,1.5672672297244525,0.04012532577440618,10.750316080065659,0.4978995282118377,0.6272778297026718,0.6273192676064232,4.144918918609619,0.1594626810644617,-6.659188083687893e-05,6.607351523610653
Bearing1,15,108,0.5423765477772231,0.6957081450937398,0.6968364678763832,6.354713439941406,1.4322527294794605,-0.022078097546507303,9.11937553915263,0.4957659797571853,0.6241187609048384,0.6241192719672214,3.108859062194824,0.13283574050856384,-0.003905773449827776,4.981193822769987
Bearing1,16,107,0.5452062876533459,0.7019595375287304,0.702005653485568,6.143879890441895,1.679793259036448,-0.015204890678725826,8.751895173402906,0.5016152357437308,0.6290981784943642,0.6291521400082533,3.15474271774292,0.07850796490414025,0.021659106433848267,5.014276384248706
Bearing1,17,106,0.5539746420986624,0.7127688040379206,0.7156852490768253,6.044590473175049,1.7880104263764314,-0.02277304991686723,8.445878241827772,0.4921162841953664,0.6159270898236682,0.6195221388420892,3.641700744628906,0.19960988945341462,-0.015540149926948283,5.878241496640274
Bearing1,18,105,0.5613947569383975,0.7282477845268099,0.7287577046032443,6.691479682922363,2.2014458350831805,-0.010400894909672699,9.182036279898254,0.4991300780610272,0.6297924497838289,0.62984727544547,3.472208976745605,0.2356416896718283,0.006989851988173593,5.512779227773633
Bearing1,19,104,0.5526829910421296,0.7161044646029815,0.7162421020295794,6.321334838867188,1.7961493766555514,-0.015051821653049824,8.825695698360565,0.49460555199558565,0.6228329566162597,0.6230509768669801,3.1125545501708984,0.14714294363061242,0.0392486250287186,4.9956659498752725
Bearing1,20,103,0.5489056327338959,0.7114497913041433,0.7114504918926309,5.830025672912598,1.7266219560488048,0.020734591816559057,8.194562712864693,0.487007791720127,0.613855284951816,0.6140830408643793,3.1842827796936035,0.18624876634702936,0.0053227305631890764,5.185426998946963
Bearing1,21,102,0.5570618952891988,0.7188809943608956,0.7189534940547699,6.968402862548828,1.7049013343695694,0.0012515229882984857,9.69242505971878,0.4916143866560671,0.6188076209159548,0.6188940125046912,3.314781188964844,0.12645963021066153,0.029390657520647515,5.355975533758647
Bearing1,22,101,0.5771980659787226,0.753257910009939,0.7533748924592137,6.074428558349609,2.0668296257502967,0.0060491382441124055,8.062955932233256,0.5045377943998139,0.6359433122327145,0.6362372035170653,3.941905498504639,0.215736253094708,0.028142027271224956,6.195653879895926
Bearing1,23,100,0.557300027506468,0.7194408523884983,0.7196545273788221,11.03569269180298,3.254882371203157,-0.13143009834214936,15.3347089081729,0.4894693425846576,0.6136213217945642,0.6146910820364074,3.490626811981201,0.1474563017794286,0.03171620593961125,5.678668381550484
Bearing1,24,99,0.5752565568809738,0.7520631650434092,0.7520891088219157,7.242953777313232,2.3478606951501075,0.017606481356039393,9.630446302644524,0.49117777036608534,0.6185288780392627,0.6198082108848512,3.254973888397217,0.2143337722761145,0.023224479256570604,5.251582394738444
Bearing1,25,98,0.5737597641051971,0.7467786120560022,0.7467826867481598,6.614530086517334,2.17305210994196,-0.0037680074996166244,8.857369357771379,0.5040318256935632,0.635265697045258,0.6357469073554926,3.314793109893799,0.22981258485831413,0.020597260737006268,5.214013739653563
Bearing1,26,97,0.5767456117016564,0.7466514113286219,0.7467003192566911,5.75484037399292,1.5820326613594609,0.017834670285995134,7.707028141787354,0.500522998098935,0.6288554877313631,0.6288683419237863,3.0820846557617188,0.14892116733106153,0.03117777959645121,4.901001450213314
Bearing1,27,96,0.5891938817811263,0.7729665530232603,0.7730946813843341,7.209718227386475,2.827341296019647,-0.0306414977081643,9.325789455020523,0.5089663338193502,0.6414815394663296,0.6414893694194114,3.985285758972168,0.2247467084884338,0.05045121219588393,6.212551522995782
Bearing1,28,95,0.5960971977341201,0.7815871543226136,0.7816595155955932,7.696521282196045,2.558239046487649,0.1107332948640403,9.846385962987483,0.5098496213696702,0.6437374153608847,0.6441466463024138,3.001415729522705,0.2508827906935194,0.04547668775443983,4.6595224034025335
Bearing1,29,94,0.5782280195369054,0.7440551042017933,0.7440560218602279,7.823073863983154,1.4686559399101013,-0.01648974888660861,10.514092533549485,0.5036499132809638,0.6321901507133119,0.6328012861230461,3.466618061065674,0.10024739640906244,0.0010507212862527768,5.478209569238457
Bearing1,30,93,0.6062456671086871,0.8008624860211543,0.8009004102395234,8.52419137954712,3.4281988609050242,-0.02201364533783418,10.643260098965126,0.511848572380561,0.64522729204639,0.6452414482108726,3.588545322418213,0.31443694357665386,0.03914152105269488,5.561554255958823
